frame_number,track_id,cx,cy,event
40,3,349,353,UPDATE
41,0,287,350,UPDATE
41,1,184,358,UPDATE
41,2,233,350,UPDATE
41,3,349,353,UPDATE
42,0,287,350,UPDATE
42,1,185,358,UPDATE
42,2,234,350,UPDATE
42,3,349,353,UPDATE
43,0,287,350,UPDATE
43,1,185,358,UPDATE
43,2,235,350,UPDATE
43,3,349,353,UPDATE
44,0,287,350,UPDATE
44,1,185,358,UPDATE
44,2,235,350,UPDATE
44,3,349,353,UPDATE
45,0,288,350,UPDATE
45,1,184,358,UPDATE
45,2,236,350,UPDATE
45,3,349,353,UPDATE
46,0,289,350,UPDATE
46,1,184,357,UPDATE
46,2,237,350,UPDATE
46,3,348,352,UPDATE
47,0,289,350,UPDATE
47,1,184,358,UPDATE
47,2,237,350,UPDATE
47,3,348,353,UPDATE
48,0,289,350,UPDATE
48,1,185,358,UPDATE
48,2,237,351,UPDATE
48,3,348,353,UPDATE
49,0,290,350,UPDATE
49,1,186,358,UPDATE
49,2,238,351,UPDATE
49,3,347,353,UPDATE
50,0,290,350,UPDATE
50,1,186,358,UPDATE
50,2,238,351,UPDATE
50,3,346,353,UPDATE
51,0,290,350,UPDATE
51,1,186,358,UPDATE
51,2,238,351,UPDATE
51,3,347,353,UPDATE
52,0,291,349,UPDATE
52,1,186,358,UPDATE
52,2,239,350,UPDATE
52,3,347,353,UPDATE
53,0,291,350,UPDATE
53,1,186,357,UPDATE
53,2,239,350,UPDATE
53,3,347,353,UPDATE
54,0,290,350,UPDATE
54,1,186,357,UPDATE
54,2,238,350,UPDATE
54,3,347,353,UPDATE
55,0,291,350,UPDATE
55,1,186,357,UPDATE
55,2,238,351,UPDATE
55,3,347,353,UPDATE
56,0,291,350,UPDATE
56,1,186,357,UPDATE
56,2,238,350,UPDATE
56,3,347,353,UPDATE
57,0,291,350,UPDATE
57,1,186,356,UPDATE
57,2,237,350,UPDATE
57,3,347,353,UPDATE
58,0,291,350,UPDATE
58,1,187,355,UPDATE
58,2,236,350,UPDATE
58,3,347,353,UPDATE
59,0,291,350,UPDATE
59,1,187,354,UPDATE
59,2,236,350,UPDATE
59,3,347,352,UPDATE
60,0,291,350,UPDATE
60,1,188,354,UPDATE
60,2,235,350,UPDATE
60,3,348,352,UPDATE
61,0,291,350,UPDATE
61,1,188,353,UPDATE
61,2,234,350,UPDATE
61,3,348,352,UPDATE
62,0,292,350,UPDATE
62,1,189,353,UPDATE
62,2,233,351,UPDATE
62,3,348,352,UPDATE
63,0,292,350,UPDATE
63,1,189,353,UPDATE
63,2,232,351,UPDATE
63,3,348,352,UPDATE
64,0,292,350,UPDATE
64,1,190,353,UPDATE
64,2,232,351,UPDATE
64,3,348,352,UPDATE
65,0,292,350,UPDATE
65,1,190,352,UPDATE
65,2,231,351,UPDATE
65,3,348,352,UPDATE
66,0,293,350,UPDATE
66,1,190,353,UPDATE
66,2,231,351,UPDATE
66,3,347,352,UPDATE
67,0,293,349,UPDATE
67,1,190,353,UPDATE
67,2,230,351,UPDATE
67,3,347,353,UPDATE
68,0,293,349,UPDATE
68,1,190,352,UPDATE
68,2,230,351,UPDATE
68,3,348,353,UPDATE
69,0,293,349,UPDATE
69,1,190,352,UPDATE
69,2,231,351,UPDATE
69,3,348,353,UPDATE
70,0,293,349,UPDATE
70,1,191,352,UPDATE
70,2,231,351,UPDATE
70,3,348,353,UPDATE
71,0,294,349,UPDATE
71,1,191,352,UPDATE
71,2,231,351,UPDATE
71,3,348,353,UPDATE
72,0,295,349,UPDATE
72,1,192,352,UPDATE
72,2,233,352,UPDATE
72,3,348,354,UPDATE
73,0,295,350,UPDATE
73,1,193,353,UPDATE
73,2,234,352,UPDATE
73,3,348,355,UPDATE
74,0,295,350,UPDATE
74,1,193,352,UPDATE
74,2,234,352,UPDATE
74,3,348,355,UPDATE
75,0,293,352,UPDATE
75,1,192,354,UPDATE
75,2,235,352,UPDATE
75,3,346,357,UPDATE
76,0,292,353,UPDATE
76,1,192,355,UPDATE
76,2,236,352,UPDATE
76,3,345,358,UPDATE
77,0,288,356,UPDATE
77,1,190,357,UPDATE
77,2,236,353,UPDATE
77,3,345,358,UPDATE
78,0,285,356,UPDATE
78,1,188,359,UPDATE
78,2,236,354,UPDATE
78,3,346,359,UPDATE
79,0,284,356,UPDATE
79,1,187,359,UPDATE
79,2,236,355,UPDATE
79,3,346,359,UPDATE
80,0,281,354,UPDATE
80,1,183,360,UPDATE
80,2,234,356,UPDATE
80,3,349,361,UPDATE
81,0,281,354,UPDATE
81,1,180,360,UPDATE
81,2,233,356,UPDATE
81,3,350,362,UPDATE
82,0,279,354,UPDATE
82,1,178,360,UPDATE
82,2,232,357,UPDATE
82,3,351,363,UPDATE
83,0,277,355,UPDATE
83,1,176,361,UPDATE
83,2,230,357,UPDATE
83,3,354,367,UPDATE
84,0,276,358,UPDATE
84,1,175,361,UPDATE
84,2,229,357,UPDATE
84,3,356,368,UPDATE
85,0,276,361,UPDATE
85,1,174,363,UPDATE
85,2,228,357,UPDATE
85,3,357,369,UPDATE
86,0,276,362,UPDATE
86,1,174,364,UPDATE
86,2,228,357,UPDATE
86,3,359,370,UPDATE
87,0,277,368,UPDATE
87,1,173,366,UPDATE
87,2,226,361,UPDATE
87,3,362,369,UPDATE
88,0,278,371,UPDATE
88,1,173,367,UPDATE
88,2,225,365,UPDATE
88,3,364,369,UPDATE
89,0,280,373,UPDATE
89,1,172,368,UPDATE
89,2,223,367,UPDATE
89,3,365,371,UPDATE
90,0,282,374,UPDATE
90,1,171,370,UPDATE
90,2,222,367,UPDATE
90,3,366,375,UPDATE
91,0,283,374,UPDATE
91,1,171,370,UPDATE
91,2,222,369,UPDATE
91,3,366,377,UPDATE
92,0,285,374,UPDATE
92,1,171,368,UPDATE
92,2,222,368,UPDATE
92,3,367,378,UPDATE
93,0,289,375,UPDATE
93,1,169,371,UPDATE
93,2,220,369,UPDATE
93,3,367,382,UPDATE
94,0,290,375,UPDATE
94,1,168,373,UPDATE
94,2,219,370,UPDATE
94,3,367,384,UPDATE
95,0,293,381,UPDATE
95,1,165,376,UPDATE
95,2,214,375,UPDATE
95,3,367,385,UPDATE
96,0,295,384,UPDATE
96,1,165,378,UPDATE
96,2,212,377,UPDATE
96,3,367,385,UPDATE
97,0,296,386,UPDATE
97,1,162,379,UPDATE
97,2,209,378,UPDATE
97,3,367,386,UPDATE
98,0,297,389,UPDATE
98,1,154,379,UPDATE
98,2,205,381,UPDATE
98,3,368,391,UPDATE
99,0,295,391,UPDATE
99,1,150,380,UPDATE
99,2,202,385,UPDATE
99,3,369,396,UPDATE
100,0,295,392,UPDATE
100,1,148,381,UPDATE
100,2,202,387,UPDATE
100,3,370,398,UPDATE
101,0,288,392,UPDATE
101,1,145,382,UPDATE
101,2,198,384,UPDATE
101,3,373,401,UPDATE
102,0,284,392,UPDATE
102,1,143,384,UPDATE
102,2,195,384,UPDATE
102,3,375,402,UPDATE
103,0,280,392,UPDATE
103,1,141,387,UPDATE
103,2,193,384,UPDATE
103,3,374,403,UPDATE
104,0,273,398,UPDATE
104,1,138,391,UPDATE
104,2,190,387,UPDATE
104,3,376,405,UPDATE
105,0,270,402,UPDATE
105,1,136,394,UPDATE
105,2,189,391,UPDATE
105,3,377,408,UPDATE
106,0,272,410,UPDATE
106,1,134,395,UPDATE
106,2,189,398,UPDATE
106,3,376,410,UPDATE
107,0,274,416,UPDATE
107,1,134,396,UPDATE
107,2,189,402,UPDATE
107,3,376,414,UPDATE
108,0,276,420,UPDATE
108,1,134,397,UPDATE
108,2,191,405,UPDATE
108,3,376,417,UPDATE
109,0,276,422,UPDATE
109,1,134,398,UPDATE
109,2,191,406,UPDATE
109,3,376,421,UPDATE
110,0,278,421,UPDATE
110,1,129,405,UPDATE
110,2,190,406,UPDATE
110,3,375,423,UPDATE
111,0,278,422,UPDATE
111,1,127,410,UPDATE
111,2,189,406,UPDATE
111,3,373,425,UPDATE
112,0,273,422,UPDATE
112,1,124,416,UPDATE
112,2,184,410,UPDATE
112,3,375,426,UPDATE
113,0,270,423,UPDATE
113,1,121,418,UPDATE
113,2,181,412,UPDATE
113,3,377,429,UPDATE
114,0,268,426,UPDATE
114,1,117,420,UPDATE
114,2,178,415,UPDATE
114,3,378,431,UPDATE
115,0,260,437,UPDATE
115,1,107,420,UPDATE
115,2,172,425,UPDATE
115,3,379,438,UPDATE
116,0,256,444,UPDATE
116,1,100,421,UPDATE
116,2,169,430,UPDATE
116,3,380,440,UPDATE
117,0,253,446,UPDATE
117,1,97,424,UPDATE
117,2,166,434,UPDATE
117,3,380,442,UPDATE
118,0,245,447,UPDATE
118,1,91,430,UPDATE
118,2,163,434,UPDATE
118,3,380,443,UPDATE
119,0,239,448,UPDATE
119,1,88,434,UPDATE
119,2,159,433,UPDATE
119,3,381,444,UPDATE
120,0,231,450,UPDATE
120,1,80,440,UPDATE
120,2,151,438,UPDATE
120,3,382,449,UPDATE
121,0,216,451,UPDATE
121,1,76,445,UPDATE
121,2,147,446,UPDATE
121,3,383,455,UPDATE
122,0,210,453,UPDATE
122,1,74,448,UPDATE
122,2,144,452,UPDATE
122,3,382,460,UPDATE
122,CROSSING,382,460,IN #1 by ID 3 [first crossing for this ID]
123,0,206,457,UPDATE
123,1,72,450,UPDATE
123,2,140,459,UPDATE
123,3,381,465,UPDATE
124,0,212,464,UPDATE
124,CROSSING,212,464,IN #2 by ID 0 [first crossing for this ID]
124,1,67,449,UPDATE
124,2,135,461,UPDATE
124,CROSSING,135,461,IN #3 by ID 2 [first crossing for this ID]
124,3,376,469,UPDATE
125,0,214,469,UPDATE
125,1,64,451,UPDATE
125,2,132,463,UPDATE
125,3,374,471,UPDATE
126,0,219,472,UPDATE
126,1,52,463,UPDATE
126,CROSSING,52,463,IN #4 by ID 1 [first crossing for this ID]
126,2,127,467,UPDATE
126,3,368,472,UPDATE
127,0,221,474,UPDATE
127,1,46,469,UPDATE
127,2,122,470,UPDATE
127,3,364,473,UPDATE
128,0,222,475,UPDATE
128,1,43,473,UPDATE
128,2,113,473,UPDATE
128,3,362,475,UPDATE
129,0,225,474,UPDATE
129,1,38,473,UPDATE
129,2,105,474,UPDATE
129,3,358,476,UPDATE
130,0,226,475,UPDATE
130,1,35,474,UPDATE
130,2,99,476,UPDATE
130,3,356,477,UPDATE
131,0,226,476,UPDATE
131,1,34,475,UPDATE
131,2,98,477,UPDATE
131,3,355,478,UPDATE
132,0,221,475,UPDATE
132,1,29,475,UPDATE
132,2,90,478,UPDATE
132,3,353,479,UPDATE
133,0,217,476,UPDATE
133,1,23,481,UPDATE
133,2,81,477,UPDATE
133,3,351,479,UPDATE
134,0,215,477,UPDATE
134,1,18,487,UPDATE
134,2,75,478,UPDATE
134,3,351,479,UPDATE
135,0,209,477,UPDATE
135,1,14,489,UPDATE
135,2,65,475,UPDATE
135,3,348,478,UPDATE
136,0,204,477,UPDATE
136,1,10,491,UPDATE
136,2,58,477,UPDATE
136,3,347,479,UPDATE
137,0,192,475,UPDATE
137,1,6,493,UPDATE
137,2,52,477,UPDATE
137,3,342,479,UPDATE
138,0,185,475,UPDATE
138,1,1,496,UPDATE
138,2,50,477,UPDATE
138,3,338,479,UPDATE
139,0,179,475,UPDATE
139,1,-2,498,UPDATE
139,2,46,479,UPDATE
139,3,331,479,UPDATE
140,0,174,475,UPDATE
140,1,-6,500,UPDATE
140,2,45,478,UPDATE
140,3,326,479,UPDATE
141,0,162,476,UPDATE
141,1,-11,502,UPDATE
141,2,38,474,UPDATE
141,3,315,478,UPDATE
142,0,156,477,UPDATE
142,1,-15,504,UPDATE
142,2,35,473,UPDATE
142,3,309,478,UPDATE
143,0,150,478,UPDATE
143,1,-19,506,UPDATE
143,2,28,463,UPDATE
143,3,304,478,UPDATE
144,0,145,478,UPDATE
144,1,-23,509,UPDATE
144,2,26,466,UPDATE
144,3,304,478,UPDATE
145,0,142,480,UPDATE
145,1,-28,511,UPDATE
145,2,21,464,UPDATE
145,3,304,477,UPDATE
146,0,131,480,UPDATE
146,1,-32,513,UPDATE
146,2,16,462,UPDATE
146,3,302,477,UPDATE
147,0,124,480,UPDATE
147,1,-36,515,UPDATE
147,2,12,461,UPDATE
147,3,300,478,UPDATE
148,0,117,480,UPDATE
148,1,-41,517,UPDATE
148,2,7,459,UPDATE
148,3,295,478,UPDATE
149,0,114,480,UPDATE
149,1,-45,520,UPDATE
149,2,2,457,UPDATE
149,3,291,478,UPDATE
150,0,113,479,UPDATE
150,2,-2,456,UPDATE
150,3,288,478,UPDATE
151,0,111,479,UPDATE
151,2,-6,454,UPDATE
151,3,282,478,UPDATE
152,0,104,479,UPDATE
152,2,-11,452,UPDATE
152,3,274,478,UPDATE
153,0,100,479,UPDATE
153,2,-16,451,UPDATE
153,3,269,478,UPDATE
154,0,97,479,UPDATE
154,2,-21,449,UPDATE
154,3,266,479,UPDATE
155,0,88,479,UPDATE
155,2,-25,447,UPDATE
155,3,256,479,UPDATE
156,0,81,479,UPDATE
156,2,-30,445,UPDATE
156,3,248,479,UPDATE
157,0,71,479,UPDATE
157,2,-35,444,UPDATE
157,3,236,480,UPDATE
158,0,58,476,UPDATE
158,2,-40,442,UPDATE
158,3,213,479,UPDATE
159,0,52,473,UPDATE
159,2,-45,440,UPDATE
159,3,198,480,UPDATE
160,0,47,476,UPDATE
160,3,187,479,UPDATE
161,0,41,476,UPDATE
161,3,163,479,UPDATE
162,0,35,476,UPDATE
162,3,154,479,UPDATE
163,0,29,477,UPDATE
163,3,128,478,UPDATE
164,0,22,477,UPDATE
164,3,113,477,UPDATE
165,0,16,477,UPDATE
165,3,91,478,UPDATE
166,0,10,477,UPDATE
166,3,80,477,UPDATE
167,0,4,477,UPDATE
167,3,71,477,UPDATE
168,0,-1,477,UPDATE
168,3,56,473,UPDATE
169,0,-7,478,UPDATE
169,3,47,471,UPDATE
170,0,-14,478,UPDATE
170,3,40,471,UPDATE
171,0,-20,478,UPDATE
171,3,25,502,UPDATE
172,0,-26,478,UPDATE
172,3,17,515,UPDATE
173,0,-32,478,UPDATE
173,3,5,519,UPDATE
174,0,-38,479,UPDATE
174,3,-5,522,UPDATE
175,0,-44,479,UPDATE
175,3,-17,526,UPDATE
176,3,-28,530,UPDATE
177,3,-39,534,UPDATE
178,3,-51,538,UPDATE
179,3,-62,542,UPDATE
180,3,-74,545,UPDATE
181,3,-85,549,UPDATE
182,3,-97,553,UPDATE
183,3,-108,557,UPDATE
184,3,-119,561,UPDATE
185,3,-131,565,UPDATE
186,3,-142,568,UPDATE
187,3,-154,572,UPDATE
