frame_number,track_id,cx,cy,event
228,1,297,323,UPDATE
228,2,340,303,UPDATE
229,1,296,324,UPDATE
229,2,341,304,UPDATE
230,1,296,324,UPDATE
230,2,344,304,UPDATE
231,1,297,325,UPDATE
231,2,345,304,UPDATE
232,1,296,324,UPDATE
232,2,349,303,UPDATE
233,1,296,324,UPDATE
233,2,349,301,UPDATE
234,1,295,324,UPDATE
234,2,351,300,UPDATE
235,1,294,324,UPDATE
235,2,353,299,UPDATE
236,1,294,324,UPDATE
236,2,355,300,UPDATE
237,1,294,324,UPDATE
237,2,355,301,UPDATE
238,1,293,325,UPDATE
238,2,356,301,UPDATE
239,1,294,326,UPDATE
239,2,356,302,UPDATE
240,1,294,325,UPDATE
240,2,356,302,UPDATE
241,1,295,326,UPDATE
241,2,355,302,UPDATE
242,1,296,326,UPDATE
242,2,354,302,UPDATE
243,1,295,325,UPDATE
243,2,354,302,UPDATE
244,1,296,324,UPDATE
244,2,354,300,UPDATE
245,1,297,326,UPDATE
245,2,354,299,UPDATE
246,1,297,326,UPDATE
246,2,354,299,UPDATE
247,1,295,327,UPDATE
247,2,352,299,UPDATE
248,1,294,328,UPDATE
248,2,351,299,UPDATE
249,1,292,329,UPDATE
249,2,351,299,UPDATE
250,1,290,328,UPDATE
250,2,353,302,UPDATE
251,1,290,327,UPDATE
251,2,355,303,UPDATE
252,1,290,326,UPDATE
252,2,355,303,UPDATE
253,1,289,325,UPDATE
253,2,358,302,UPDATE
254,1,288,325,UPDATE
254,2,359,302,UPDATE
255,1,288,325,UPDATE
255,2,360,302,UPDATE
256,1,287,324,UPDATE
256,2,362,300,UPDATE
257,1,287,326,UPDATE
257,2,363,299,UPDATE
258,1,287,328,UPDATE
258,2,364,299,UPDATE
259,1,287,330,UPDATE
259,2,364,298,UPDATE
260,1,288,330,UPDATE
260,2,365,298,UPDATE
261,1,289,331,UPDATE
261,2,365,299,UPDATE
262,1,290,329,UPDATE
262,2,364,300,UPDATE
263,1,291,328,UPDATE
263,2,365,300,UPDATE
264,1,289,327,UPDATE
264,2,364,301,UPDATE
265,1,287,327,UPDATE
265,2,363,301,UPDATE
266,1,283,327,UPDATE
266,2,364,300,UPDATE
267,1,281,328,UPDATE
267,2,363,299,UPDATE
268,1,278,329,UPDATE
268,2,362,298,UPDATE
269,1,277,330,UPDATE
269,2,362,298,UPDATE
270,1,273,330,UPDATE
270,2,362,297,UPDATE
271,1,271,330,UPDATE
271,2,362,297,UPDATE
272,1,270,329,UPDATE
272,2,362,295,UPDATE
273,1,269,329,UPDATE
273,2,363,294,UPDATE
274,1,266,328,UPDATE
274,2,365,294,UPDATE
275,1,265,328,UPDATE
275,2,366,292,UPDATE
276,1,263,330,UPDATE
276,2,369,291,UPDATE
277,1,263,331,UPDATE
277,2,370,291,UPDATE
278,1,263,332,UPDATE
278,2,370,289,UPDATE
279,1,265,333,UPDATE
279,2,371,288,UPDATE
280,1,269,334,UPDATE
280,2,373,286,UPDATE
281,1,270,334,UPDATE
281,2,374,285,UPDATE
282,1,272,333,UPDATE
282,2,377,283,UPDATE
283,1,271,332,UPDATE
283,2,378,281,UPDATE
284,1,270,331,UPDATE
284,2,379,280,UPDATE
285,1,269,330,UPDATE
285,2,379,279,UPDATE
286,1,266,329,UPDATE
286,2,378,278,UPDATE
287,1,264,329,UPDATE
287,2,379,277,UPDATE
288,1,260,328,UPDATE
288,2,379,275,UPDATE
289,1,257,328,UPDATE
289,2,380,273,UPDATE
290,1,253,327,UPDATE
290,2,379,271,UPDATE
291,1,247,326,UPDATE
291,2,377,268,UPDATE
292,1,245,324,UPDATE
292,2,375,266,UPDATE
293,1,243,323,UPDATE
293,2,374,265,UPDATE
294,1,239,321,UPDATE
294,2,373,262,UPDATE
295,1,236,319,UPDATE
295,2,372,261,UPDATE
296,1,234,318,UPDATE
296,2,372,259,UPDATE
297,1,232,317,UPDATE
297,2,371,256,UPDATE
298,1,231,317,UPDATE
298,2,372,253,UPDATE
299,1,231,316,UPDATE
299,2,373,252,UPDATE
300,1,230,313,UPDATE
300,2,375,249,UPDATE
301,1,230,311,UPDATE
301,2,376,247,UPDATE
302,1,230,309,UPDATE
302,2,378,243,UPDATE
303,1,227,307,UPDATE
303,2,381,240,UPDATE
303,COUNT,,,OUT increment to 1
304,1,225,305,UPDATE
304,2,384,239,UPDATE
305,1,223,303,UPDATE
305,2,387,239,UPDATE
306,1,218,301,UPDATE
306,2,390,238,UPDATE
307,1,215,300,UPDATE
307,2,392,238,UPDATE
308,1,209,299,UPDATE
308,2,394,238,UPDATE
309,1,199,296,UPDATE
309,2,397,237,UPDATE
310,1,194,294,UPDATE
310,2,399,238,UPDATE
311,1,190,293,UPDATE
311,2,403,238,UPDATE
312,1,181,289,UPDATE
312,2,403,238,UPDATE
313,1,176,286,UPDATE
313,2,405,238,UPDATE
314,1,172,284,UPDATE
314,2,405,238,UPDATE
315,1,161,281,UPDATE
315,2,406,239,UPDATE
316,1,155,279,UPDATE
316,2,407,239,UPDATE
317,1,151,278,UPDATE
317,2,409,239,UPDATE
318,1,142,274,UPDATE
318,2,411,238,UPDATE
319,1,138,270,UPDATE
319,2,416,239,UPDATE
320,1,135,266,UPDATE
320,2,417,239,UPDATE
321,1,132,258,UPDATE
321,2,421,239,UPDATE
322,1,128,251,UPDATE
322,2,425,239,UPDATE
323,1,125,250,UPDATE
323,2,429,238,UPDATE
324,1,118,244,UPDATE
324,2,438,239,UPDATE
325,1,112,241,UPDATE
325,2,449,239,UPDATE
326,1,108,238,UPDATE
326,2,453,239,UPDATE
327,1,101,237,UPDATE
327,2,457,239,UPDATE
328,1,95,237,UPDATE
328,2,460,238,UPDATE
329,1,90,237,UPDATE
329,2,464,238,UPDATE
330,1,82,237,UPDATE
330,2,468,238,UPDATE
331,1,78,237,UPDATE
331,2,471,238,UPDATE
332,1,74,238,UPDATE
332,2,475,237,UPDATE
333,1,69,238,UPDATE
333,2,479,237,UPDATE
334,1,64,238,UPDATE
334,2,482,237,UPDATE
335,1,60,237,UPDATE
335,2,486,237,UPDATE
336,1,53,239,UPDATE
336,2,489,236,UPDATE
337,1,48,238,UPDATE
337,2,493,236,UPDATE
338,1,43,244,UPDATE
338,2,497,236,UPDATE
338,COUNT,,,IN increment to 3
339,1,37,244,UPDATE
339,2,500,236,UPDATE
340,1,32,243,UPDATE
340,2,504,235,UPDATE
341,1,27,243,UPDATE
342,1,22,242,UPDATE
343,1,17,242,UPDATE
344,1,12,241,UPDATE
345,1,7,241,UPDATE
346,1,1,240,UPDATE
347,1,-3,240,UPDATE
348,1,-8,239,UPDATE
349,1,-13,239,UPDATE
350,1,-18,238,UPDATE
351,1,-23,238,UPDATE
352,1,-28,237,UPDATE
353,1,-34,237,UPDATE
581,4,467,239,NEW
582,4,469,239,UPDATE
583,4,471,239,UPDATE
584,4,472,239,UPDATE
585,4,476,239,UPDATE
586,4,476,239,UPDATE
587,4,474,239,UPDATE
588,4,476,239,UPDATE
589,4,477,239,UPDATE
590,4,477,239,UPDATE
591,4,476,239,UPDATE
592,4,477,239,UPDATE
593,4,474,239,UPDATE
594,4,476,238,UPDATE
595,4,476,238,UPDATE
596,4,477,238,UPDATE
597,4,478,238,UPDATE
598,4,480,239,UPDATE
599,4,481,239,UPDATE
600,4,479,239,UPDATE
601,4,479,239,UPDATE
602,4,482,239,UPDATE
603,4,479,239,UPDATE
604,4,481,239,UPDATE
605,4,482,239,UPDATE
606,4,480,239,UPDATE
607,4,479,239,UPDATE
608,4,478,239,UPDATE
609,4,479,239,UPDATE
610,4,478,238,UPDATE
611,4,479,238,UPDATE
612,4,479,238,UPDATE
613,4,481,239,UPDATE
614,4,478,239,UPDATE
615,4,475,239,UPDATE
616,4,475,239,UPDATE
617,4,475,239,UPDATE
618,4,469,239,UPDATE
619,4,465,239,UPDATE
620,4,460,239,UPDATE
621,4,454,239,UPDATE
622,4,447,239,UPDATE
623,4,449,239,UPDATE
624,4,455,239,UPDATE
625,4,455,239,UPDATE
626,4,457,239,UPDATE
627,4,451,239,UPDATE
