frame_number,track_id,cy,event
4,2,389,NEW
5,2,384,UPDATE
6,2,382,UPDATE
7,2,379,UPDATE
8,2,378,UPDATE
9,2,379,UPDATE
10,2,378,UPDATE
11,2,377,UPDATE
12,2,377,UPDATE
13,2,375,UPDATE
14,2,373,UPDATE
15,2,371,UPDATE
16,2,370,UPDATE
17,2,369,UPDATE
18,2,369,UPDATE
19,2,368,UPDATE
20,2,368,UPDATE
21,2,368,UPDATE
22,2,367,UPDATE
23,2,366,UPDATE
24,2,365,UPDATE
25,2,365,UPDATE
26,2,364,UPDATE
27,2,364,UPDATE
28,2,364,UPDATE
29,2,365,UPDATE
30,2,365,UPDATE
31,2,365,UPDATE
32,2,365,UPDATE
33,2,364,UPDATE
34,2,365,UPDATE
35,2,365,UPDATE
36,2,364,UPDATE
37,2,364,UPDATE
38,2,364,UPDATE
39,2,365,UPDATE
40,2,365,UPDATE
41,2,365,UPDATE
42,2,365,UPDATE
43,2,365,UPDATE
44,2,365,UPDATE
45,2,366,UPDATE
46,2,366,UPDATE
47,2,366,UPDATE
48,2,366,UPDATE
49,2,367,UPDATE
50,2,368,UPDATE
51,2,369,UPDATE
52,2,370,UPDATE
53,2,371,UPDATE
54,2,371,UPDATE
55,2,372,UPDATE
56,2,373,UPDATE
57,2,375,UPDATE
58,2,376,UPDATE
59,2,378,UPDATE
60,2,379,UPDATE
61,2,381,UPDATE
62,2,381,UPDATE
63,2,384,UPDATE
64,2,386,UPDATE
65,2,389,UPDATE
66,2,391,UPDATE
67,2,394,UPDATE
68,2,394,UPDATE
69,2,394,UPDATE
70,2,396,UPDATE
71,2,398,UPDATE
72,2,404,UPDATE
73,2,409,UPDATE
74,2,413,UPDATE
75,2,415,UPDATE
76,2,416,UPDATE
77,2,415,UPDATE
78,2,417,UPDATE
79,2,422,UPDATE
80,2,425,UPDATE
81,2,430,UPDATE
82,2,433,UPDATE
83,2,435,UPDATE
84,2,437,UPDATE
85,2,438,UPDATE
86,2,449,UPDATE
87,2,455,UPDATE
88,2,463,UPDATE
89,2,469,UPDATE
90,2,470,UPDATE
91,2,472,UPDATE
92,2,473,UPDATE
93,2,475,UPDATE
94,2,477,UPDATE
95,2,478,UPDATE
96,2,478,UPDATE
97,2,477,UPDATE
98,2,477,UPDATE
99,2,477,UPDATE
100,2,477,UPDATE
101,2,478,UPDATE
102,2,478,UPDATE
103,2,477,UPDATE
104,2,477,UPDATE
105,2,477,UPDATE
106,2,477,UPDATE
107,2,477,UPDATE
108,2,476,UPDATE
109,2,477,UPDATE
110,2,476,UPDATE
111,2,476,UPDATE
112,2,474,UPDATE
113,2,474,UPDATE
114,2,473,UPDATE
115,2,473,UPDATE
116,2,474,UPDATE
117,2,475,UPDATE
118,2,472,UPDATE
119,2,472,UPDATE
120,2,472,UPDATE
121,2,470,UPDATE
122,2,467,UPDATE
123,2,469,UPDATE
124,2,472,UPDATE
125,2,471,UPDATE
126,2,473,UPDATE
127,2,474,UPDATE
128,2,475,UPDATE
129,2,477,UPDATE
130,2,478,UPDATE
131,2,479,UPDATE
132,2,480,UPDATE
133,2,479,UPDATE
134,2,478,UPDATE
135,2,477,UPDATE
136,2,479,UPDATE
137,2,479,UPDATE
138,2,478,UPDATE
139,2,490,UPDATE
140,2,491,UPDATE
141,2,492,UPDATE
142,2,493,UPDATE
143,2,494,UPDATE
144,2,494,UPDATE
145,2,495,UPDATE
146,2,496,UPDATE
147,2,497,UPDATE
148,2,498,UPDATE
149,2,499,UPDATE
150,2,500,UPDATE
151,2,501,UPDATE
152,2,502,UPDATE
153,2,503,UPDATE
154,2,504,UPDATE
