frame_number,track_id,cy,event
5,1,353,NEW
6,1,352,UPDATE
7,1,351,UPDATE
8,1,350,UPDATE
9,1,349,UPDATE
10,1,349,UPDATE
11,1,350,UPDATE
12,1,350,UPDATE
13,1,349,UPDATE
14,1,350,UPDATE
15,1,350,UPDATE
16,1,349,UPDATE
17,1,349,UPDATE
18,1,348,UPDATE
19,1,347,UPDATE
20,1,347,UPDATE
21,1,346,UPDATE
22,1,346,UPDATE
23,1,346,UPDATE
24,1,346,UPDATE
25,1,347,UPDATE
26,1,346,UPDATE
27,1,346,UPDATE
28,1,346,UPDATE
29,1,346,UPDATE
30,1,346,UPDATE
31,1,346,UPDATE
32,1,346,UPDATE
33,1,346,UPDATE
34,1,346,UPDATE
35,1,345,UPDATE
36,1,346,UPDATE
37,1,346,UPDATE
38,1,345,UPDATE
39,1,345,UPDATE
40,1,346,UPDATE
41,1,345,UPDATE
42,1,345,UPDATE
43,1,346,UPDATE
44,1,346,UPDATE
45,1,347,UPDATE
46,1,348,UPDATE
47,1,348,UPDATE
48,1,349,UPDATE
49,1,350,UPDATE
50,1,351,UPDATE
51,1,351,UPDATE
52,1,351,UPDATE
53,1,351,UPDATE
54,1,352,UPDATE
55,1,352,UPDATE
56,1,351,UPDATE
57,1,354,UPDATE
58,1,355,UPDATE
59,1,358,UPDATE
60,1,359,UPDATE
61,1,360,UPDATE
62,1,360,UPDATE
63,1,360,UPDATE
64,1,361,UPDATE
65,1,362,UPDATE
66,1,363,UPDATE
67,1,364,UPDATE
68,1,366,UPDATE
69,1,368,UPDATE
70,1,369,UPDATE
71,1,370,UPDATE
72,1,371,UPDATE
73,1,371,UPDATE
74,1,373,UPDATE
75,1,375,UPDATE
76,1,377,UPDATE
77,1,380,UPDATE
78,1,384,UPDATE
79,1,387,UPDATE
80,1,389,UPDATE
81,1,390,UPDATE
82,1,391,UPDATE
83,1,391,UPDATE
84,1,391,UPDATE
85,1,394,UPDATE
86,1,398,UPDATE
87,1,403,UPDATE
88,1,406,UPDATE
89,1,408,UPDATE
90,1,409,UPDATE
91,1,410,UPDATE
92,1,410,UPDATE
93,1,412,UPDATE
94,1,418,UPDATE
95,1,421,UPDATE
96,1,425,UPDATE
97,1,428,UPDATE
98,1,432,UPDATE
99,1,434,UPDATE
100,1,437,UPDATE
101,1,438,UPDATE
102,1,438,UPDATE
103,1,447,UPDATE
104,1,453,UPDATE
105,1,457,UPDATE
106,1,465,UPDATE
107,1,469,UPDATE
108,1,471,UPDATE
109,1,472,UPDATE
110,1,473,UPDATE
111,1,474,UPDATE
112,1,476,UPDATE
113,1,477,UPDATE
114,1,478,UPDATE
115,1,478,UPDATE
116,1,478,UPDATE
117,1,479,UPDATE
118,1,478,UPDATE
119,1,478,UPDATE
120,1,478,UPDATE
121,1,478,UPDATE
122,1,478,UPDATE
123,1,478,UPDATE
124,1,477,UPDATE
125,1,478,UPDATE
126,1,478,UPDATE
127,1,477,UPDATE
128,1,476,UPDATE
129,1,476,UPDATE
130,1,476,UPDATE
131,1,476,UPDATE
132,1,477,UPDATE
133,1,477,UPDATE
134,1,477,UPDATE
135,1,475,UPDATE
136,1,474,UPDATE
137,1,475,UPDATE
138,1,474,UPDATE
139,1,474,UPDATE
140,1,474,UPDATE
141,1,474,UPDATE
142,1,475,UPDATE
143,1,475,UPDATE
144,1,472,UPDATE
145,1,473,UPDATE
146,1,474,UPDATE
147,1,476,UPDATE
148,1,477,UPDATE
149,1,478,UPDATE
150,1,478,UPDATE
151,1,479,UPDATE
152,1,479,UPDATE
153,1,479,UPDATE
154,1,480,UPDATE
155,1,498,UPDATE
156,1,484,UPDATE
157,1,481,UPDATE
158,1,481,UPDATE
159,1,481,UPDATE
160,1,481,UPDATE
161,1,481,UPDATE
162,1,481,UPDATE
163,1,481,UPDATE
164,1,481,UPDATE
165,1,481,UPDATE
166,1,481,UPDATE
167,1,481,UPDATE
168,1,481,UPDATE
169,1,481,UPDATE
170,1,481,UPDATE
171,1,481,UPDATE
172,1,481,UPDATE
