frame_number,track_id,cy,event
357,10,210,UPDATE
358,9,201,UPDATE
358,10,215,UPDATE
359,9,203,UPDATE
359,10,220,UPDATE
360,9,205,UPDATE
360,10,227,UPDATE
361,9,205,UPDATE
361,10,239,UPDATE
362,9,205,UPDATE
362,10,245,UPDATE
363,9,207,UPDATE
363,10,251,UPDATE
364,9,209,UPDATE
364,10,255,UPDATE
365,9,209,UPDATE
365,10,259,UPDATE
366,9,210,UPDATE
366,10,255,UPDATE
367,9,211,UPDATE
367,10,257,UPDATE
368,9,212,UPDATE
368,10,267,UPDATE
369,9,213,UPDATE
369,10,293,UPDATE
370,9,214,UPDATE
370,10,305,UPDATE
371,9,215,UPDATE
371,10,308,UPDATE
372,9,216,UPDATE
372,10,311,UPDATE
373,9,217,UPDATE
373,10,314,UPDATE
374,9,218,UPDATE
374,10,321,UPDATE
375,9,219,UPDATE
375,10,325,UPDATE
376,9,220,UPDATE
376,10,329,UPDATE
377,9,221,UPDATE
377,10,333,UPDATE
378,9,222,UPDATE
378,10,337,UPDATE
379,9,223,UPDATE
379,10,340,UPDATE
380,9,224,UPDATE
380,10,344,UPDATE
381,9,225,UPDATE
381,10,353,UPDATE
382,10,356,UPDATE
383,10,360,UPDATE
384,10,364,UPDATE
385,10,368,UPDATE
386,10,383,UPDATE
387,10,431,UPDATE
388,10,450,UPDATE
389,10,446,UPDATE
389,11,211,NEW
390,10,435,UPDATE
390,11,216,UPDATE
391,10,430,UPDATE
391,11,217,UPDATE
392,10,437,UPDATE
392,11,224,UPDATE
392,12,283,NEW
393,10,441,UPDATE
393,11,226,UPDATE
393,12,295,UPDATE
394,10,445,UPDATE
394,11,226,UPDATE
394,12,300,UPDATE
395,10,449,UPDATE
395,11,220,UPDATE
395,12,311,UPDATE
396,10,453,UPDATE
396,11,220,UPDATE
396,12,316,UPDATE
397,10,457,UPDATE
397,11,219,UPDATE
397,12,317,UPDATE
398,10,461,UPDATE
398,11,229,UPDATE
398,12,318,UPDATE
399,10,465,UPDATE
399,11,237,UPDATE
399,12,320,UPDATE
400,10,469,UPDATE
400,11,241,UPDATE
400,12,322,UPDATE
401,10,473,UPDATE
401,11,249,UPDATE
401,12,337,UPDATE
402,10,477,UPDATE
402,11,253,UPDATE
402,12,345,UPDATE
403,10,481,UPDATE
403,11,256,UPDATE
403,12,351,UPDATE
404,10,485,UPDATE
404,11,258,UPDATE
404,12,353,UPDATE
405,10,489,UPDATE
405,11,259,UPDATE
405,12,357,UPDATE
406,10,493,UPDATE
406,11,262,UPDATE
406,12,358,UPDATE
407,10,497,UPDATE
407,11,263,UPDATE
407,12,358,UPDATE
408,11,267,UPDATE
408,12,358,UPDATE
409,11,269,UPDATE
409,12,358,UPDATE
410,11,283,UPDATE
410,12,359,UPDATE
411,11,293,UPDATE
411,12,361,UPDATE
412,11,298,UPDATE
412,12,366,UPDATE
413,11,301,UPDATE
413,12,367,UPDATE
414,11,303,UPDATE
414,12,368,UPDATE
415,11,304,UPDATE
415,12,368,UPDATE
416,11,305,UPDATE
416,12,371,UPDATE
417,11,319,UPDATE
417,12,377,UPDATE
418,11,329,UPDATE
418,12,380,UPDATE
419,11,335,UPDATE
419,12,383,UPDATE
420,11,344,UPDATE
420,12,387,UPDATE
421,11,348,UPDATE
421,12,390,UPDATE
422,11,353,UPDATE
422,12,393,UPDATE
423,11,356,UPDATE
423,12,437,UPDATE
424,11,359,UPDATE
424,12,443,UPDATE
425,11,360,UPDATE
425,12,448,UPDATE
426,11,362,UPDATE
426,12,453,UPDATE
427,11,362,UPDATE
427,12,459,UPDATE
428,11,365,UPDATE
428,12,464,UPDATE
429,11,365,UPDATE
429,12,469,UPDATE
430,11,365,UPDATE
430,12,475,UPDATE
431,11,365,UPDATE
431,12,480,UPDATE
432,11,365,UPDATE
432,12,485,UPDATE
433,11,365,UPDATE
433,12,490,UPDATE
434,11,374,UPDATE
434,12,496,UPDATE
435,11,380,UPDATE
435,12,501,UPDATE
