frame_number,track_id,cy,event
187,7,416,UPDATE
187,8,324,UPDATE
188,7,418,UPDATE
188,8,329,UPDATE
189,7,427,UPDATE
189,8,332,UPDATE
190,7,438,UPDATE
190,8,332,UPDATE
191,7,442,UPDATE
191,8,333,UPDATE
192,7,446,UPDATE
192,8,340,UPDATE
193,7,448,UPDATE
193,8,344,UPDATE
194,7,451,UPDATE
194,8,347,UPDATE
195,7,458,UPDATE
195,8,346,UPDATE
196,7,456,UPDATE
196,8,337,UPDATE
197,7,463,UPDATE
197,8,334,UPDATE
198,7,470,UPDATE
198,8,324,UPDATE
199,7,472,UPDATE
199,8,313,UPDATE
200,7,475,UPDATE
200,8,333,UPDATE
201,7,477,UPDATE
201,8,355,UPDATE
202,7,479,UPDATE
202,8,351,UPDATE
203,7,480,UPDATE
203,8,348,UPDATE
204,7,479,UPDATE
204,8,353,UPDATE
205,7,480,UPDATE
205,8,358,UPDATE
206,7,480,UPDATE
206,8,362,UPDATE
207,7,480,UPDATE
207,8,363,UPDATE
208,7,481,UPDATE
208,8,365,UPDATE
209,7,481,UPDATE
209,8,367,UPDATE
210,7,480,UPDATE
210,8,368,UPDATE
211,7,480,UPDATE
211,8,371,UPDATE
212,7,480,UPDATE
212,8,381,UPDATE
213,7,480,UPDATE
213,8,387,UPDATE
214,7,480,UPDATE
214,8,389,UPDATE
215,7,479,UPDATE
215,8,391,UPDATE
216,7,478,UPDATE
216,8,394,UPDATE
217,7,478,UPDATE
217,8,403,UPDATE
218,7,478,UPDATE
218,8,409,UPDATE
219,7,479,UPDATE
219,8,418,UPDATE
220,7,480,UPDATE
220,8,422,UPDATE
221,7,480,UPDATE
221,8,424,UPDATE
222,7,481,UPDATE
222,8,427,UPDATE
223,7,482,UPDATE
223,8,433,UPDATE
224,7,482,UPDATE
224,8,440,UPDATE
225,7,483,UPDATE
225,8,450,UPDATE
226,7,483,UPDATE
226,8,458,UPDATE
227,7,484,UPDATE
227,8,463,UPDATE
228,7,484,UPDATE
228,8,466,UPDATE
229,7,485,UPDATE
229,8,470,UPDATE
230,7,486,UPDATE
230,8,474,UPDATE
231,7,486,UPDATE
231,8,476,UPDATE
232,7,487,UPDATE
232,8,477,UPDATE
233,7,487,UPDATE
233,8,478,UPDATE
234,7,488,UPDATE
234,8,478,UPDATE
235,7,488,UPDATE
235,8,477,UPDATE
236,8,478,UPDATE
237,8,478,UPDATE
238,8,479,UPDATE
239,8,479,UPDATE
240,8,478,UPDATE
241,8,477,UPDATE
242,8,477,UPDATE
243,8,477,UPDATE
244,8,477,UPDATE
245,8,477,UPDATE
246,8,478,UPDATE
247,8,478,UPDATE
248,8,476,UPDATE
249,8,475,UPDATE
250,8,473,UPDATE
251,8,473,UPDATE
252,8,474,UPDATE
253,8,475,UPDATE
254,8,477,UPDATE
255,8,478,UPDATE
256,8,479,UPDATE
257,8,479,UPDATE
258,8,480,UPDATE
259,8,480,UPDATE
260,8,480,UPDATE
261,8,481,UPDATE
262,8,481,UPDATE
263,8,481,UPDATE
264,8,484,UPDATE
265,8,484,UPDATE
266,8,488,UPDATE
267,8,491,UPDATE
268,8,493,UPDATE
269,8,496,UPDATE
270,8,498,UPDATE
271,8,500,UPDATE
272,8,502,UPDATE
273,8,504,UPDATE
274,8,506,UPDATE
275,8,508,UPDATE
276,8,510,UPDATE
277,8,512,UPDATE
278,8,514,UPDATE
279,8,516,UPDATE
280,8,518,UPDATE
281,8,521,UPDATE
282,8,523,UPDATE
