frame_number,track_id,cx,cy,event
43,0,513,342,UPDATE
43,1,43,174,UPDATE
44,0,513,341,UPDATE
44,1,43,173,UPDATE
45,0,514,341,UPDATE
45,1,43,177,UPDATE
46,0,514,340,UPDATE
46,1,43,176,UPDATE
47,0,514,340,UPDATE
47,1,43,176,UPDATE
48,0,515,340,UPDATE
48,1,43,175,UPDATE
49,0,520,340,UPDATE
49,1,43,183,UPDATE
50,0,522,340,UPDATE
50,1,42,183,UPDATE
51,0,522,340,UPDATE
51,1,42,184,UPDATE
52,0,523,340,UPDATE
52,1,42,184,UPDATE
53,0,531,343,UPDATE
53,1,42,183,UPDATE
54,0,532,343,UPDATE
54,1,42,181,UPDATE
55,0,533,343,UPDATE
55,1,42,180,UPDATE
56,0,534,343,UPDATE
56,1,42,180,UPDATE
57,0,535,343,UPDATE
57,1,43,180,UPDATE
58,0,536,343,UPDATE
58,1,43,180,UPDATE
59,0,537,343,UPDATE
59,1,43,180,UPDATE
60,0,538,343,UPDATE
60,1,43,180,UPDATE
61,0,539,343,UPDATE
61,1,43,185,UPDATE
62,0,540,342,UPDATE
62,1,43,185,UPDATE
63,0,541,342,UPDATE
63,1,43,185,UPDATE
64,0,542,342,UPDATE
64,1,43,172,UPDATE
65,0,543,342,UPDATE
65,1,43,171,UPDATE
66,0,544,342,UPDATE
66,1,43,170,UPDATE
67,0,545,342,UPDATE
67,1,43,169,UPDATE
68,0,546,342,UPDATE
68,1,43,168,UPDATE
69,1,43,167,UPDATE
70,1,42,166,UPDATE
71,1,42,165,UPDATE
72,1,42,164,UPDATE
73,1,42,163,UPDATE
74,1,42,162,UPDATE
75,1,42,161,UPDATE
76,1,42,161,UPDATE
77,1,42,160,UPDATE
78,1,42,159,UPDATE
79,1,42,158,UPDATE
86,2,573,368,NEW
87,2,569,368,UPDATE
88,2,567,369,UPDATE
89,2,565,370,UPDATE
90,2,562,372,UPDATE
91,2,560,373,UPDATE
92,2,559,374,UPDATE
93,2,558,375,UPDATE
94,2,556,376,UPDATE
95,2,554,376,UPDATE
96,2,549,376,UPDATE
97,2,547,375,UPDATE
98,2,546,375,UPDATE
99,2,544,373,UPDATE
100,2,543,371,UPDATE
101,2,542,370,UPDATE
102,2,544,366,UPDATE
103,2,546,364,UPDATE
104,2,547,362,UPDATE
105,2,546,358,UPDATE
106,2,545,356,UPDATE
107,2,542,354,UPDATE
108,2,537,350,UPDATE
109,2,534,348,UPDATE
110,2,533,346,UPDATE
111,2,532,343,UPDATE
112,2,533,342,UPDATE
113,2,532,341,UPDATE
114,2,531,340,UPDATE
115,2,532,340,UPDATE
116,2,532,340,UPDATE
117,2,532,342,UPDATE
118,2,533,343,UPDATE
119,2,532,344,UPDATE
120,2,523,348,UPDATE
121,2,518,351,UPDATE
122,2,513,353,UPDATE
123,2,505,359,UPDATE
124,2,503,363,UPDATE
125,2,502,364,UPDATE
126,2,502,369,UPDATE
127,2,501,370,UPDATE
128,2,501,372,UPDATE
129,2,503,375,UPDATE
130,2,504,376,UPDATE
131,2,505,377,UPDATE
132,2,511,379,UPDATE
133,2,514,379,UPDATE
134,2,516,380,UPDATE
135,2,520,381,UPDATE
136,2,522,381,UPDATE
137,2,524,381,UPDATE
138,2,527,374,UPDATE
139,2,529,369,UPDATE
140,2,530,365,UPDATE
141,2,531,362,UPDATE
142,2,532,361,UPDATE
143,2,532,360,UPDATE
144,2,531,366,UPDATE
145,2,530,370,UPDATE
146,2,529,372,UPDATE
147,2,529,374,UPDATE
148,2,528,375,UPDATE
149,2,528,375,UPDATE
150,2,528,374,UPDATE
151,2,528,373,UPDATE
152,2,527,372,UPDATE
153,2,527,372,UPDATE
154,2,527,371,UPDATE
155,2,526,370,UPDATE
156,2,526,366,UPDATE
157,2,525,364,UPDATE
158,2,524,363,UPDATE
159,2,523,364,UPDATE
160,2,523,364,UPDATE
161,2,523,365,UPDATE
162,2,524,368,UPDATE
163,2,524,369,UPDATE
164,2,522,368,UPDATE
165,2,519,366,UPDATE
166,2,518,364,UPDATE
167,2,516,362,UPDATE
168,2,507,359,UPDATE
169,2,501,358,UPDATE
170,2,493,356,UPDATE
171,2,491,355,UPDATE
172,2,489,355,UPDATE
173,2,488,354,UPDATE
174,2,494,354,UPDATE
175,2,497,353,UPDATE
176,2,500,351,UPDATE
177,2,502,350,UPDATE
178,2,503,349,UPDATE
179,2,504,349,UPDATE
180,2,504,348,UPDATE
181,2,504,347,UPDATE
182,2,505,346,UPDATE
183,2,505,345,UPDATE
184,2,506,345,UPDATE
185,2,507,345,UPDATE
186,2,507,346,UPDATE
187,2,507,346,UPDATE
188,2,508,347,UPDATE
189,2,507,348,UPDATE
190,2,508,348,UPDATE
191,2,507,349,UPDATE
192,2,508,349,UPDATE
193,2,508,349,UPDATE
194,2,509,348,UPDATE
195,2,510,347,UPDATE
196,2,511,347,UPDATE
197,2,514,345,UPDATE
198,2,516,345,UPDATE
199,2,516,344,UPDATE
200,2,514,344,UPDATE
201,2,512,344,UPDATE
202,2,508,343,UPDATE
203,2,505,343,UPDATE
204,2,504,343,UPDATE
205,2,499,344,UPDATE
206,2,497,344,UPDATE
207,2,498,344,UPDATE
208,2,500,344,UPDATE
209,2,501,345,UPDATE
210,2,501,345,UPDATE
211,2,502,344,UPDATE
212,2,502,344,UPDATE
213,2,503,345,UPDATE
214,2,503,345,UPDATE
215,2,503,345,UPDATE
216,2,503,345,UPDATE
217,2,504,345,UPDATE
218,2,504,345,UPDATE
219,2,504,345,UPDATE
220,2,504,345,UPDATE
221,2,504,345,UPDATE
222,2,504,345,UPDATE
223,2,504,345,UPDATE
224,2,504,346,UPDATE
225,2,504,346,UPDATE
226,2,503,346,UPDATE
227,2,504,346,UPDATE
228,2,503,346,UPDATE
229,2,503,346,UPDATE
230,2,503,346,UPDATE
231,2,503,346,UPDATE
232,2,501,346,UPDATE
233,2,503,346,UPDATE
234,2,503,346,UPDATE
235,2,504,346,UPDATE
236,2,505,347,UPDATE
237,2,505,347,UPDATE
238,2,504,347,UPDATE
239,2,503,347,UPDATE
240,2,502,346,UPDATE
241,2,503,346,UPDATE
242,2,502,346,UPDATE
243,2,503,347,UPDATE
244,2,504,347,UPDATE
245,2,504,347,UPDATE
246,2,503,347,UPDATE
247,2,504,347,UPDATE
248,2,502,347,UPDATE
249,2,503,347,UPDATE
250,2,504,347,UPDATE
251,2,503,347,UPDATE
252,2,502,347,UPDATE
253,2,503,347,UPDATE
254,2,504,347,UPDATE
255,2,504,347,UPDATE
256,2,505,347,UPDATE
257,2,504,347,UPDATE
258,2,504,347,UPDATE
259,2,504,346,UPDATE
260,2,503,347,UPDATE
261,2,500,346,UPDATE
262,2,497,346,UPDATE
263,2,498,346,UPDATE
264,2,498,345,UPDATE
265,2,498,344,UPDATE
266,2,497,344,UPDATE
267,2,494,343,UPDATE
268,2,491,343,UPDATE
269,2,490,342,UPDATE
270,2,493,342,UPDATE
271,2,494,342,UPDATE
272,2,494,342,UPDATE
273,2,492,342,UPDATE
274,2,494,342,UPDATE
275,2,495,342,UPDATE
